visit_id,completion_type
398175622_78002116628_828439,step_4_only
80924129_57021727496_636613,step_4_only
546479479_25450696103_743774,step_4_only
629768510_86662561257_976081,step_4_only
522573263_44048327838_804294,step_4_only
257278835_68073127518_109168,step_4_only
639838609_19037045957_111676,step_4_only
565912929_60437158210_587413,step_4_only
680981648_83696406813_139593,step_4_only
424574023_2256782640_805559,step_4_only
391512301_45057378913_801002,step_4_only
12749330_6923517765_543779,step_4_only
54593652_58519267034_260171,step_4_only
272343483_32159681607_846986,step_4_only
436956717_62163048677_706413,step_4_only
13216212_48721871775_603120,step_4_only
768251054_19258469203_721400,step_4_only
725832606_49436027141_916768,step_4_only
210157552_97137767188_755271,step_4_only
429336019_47529419247_442520,step_4_only
291408359_62109761841_647152,step_4_only
373988003_91228912382_184311,step_4_only
729295068_70609003924_11943,step_4_only
601758631_79041156853_87812,step_4_only
450515423_51239638974_440940,step_4_only
120398649_40749321726_256314,step_4_only
238104685_2549701790_671494,step_4_only
71559390_71772755507_361550,step_4_only
581390666_5886451249_713777,step_4_only
424209397_60674251310_192482,step_4_only
234908434_36853243675_704565,step_4_only
571735050_7326828789_629019,step_4_only
726451440_88418898965_53224,step_4_only
313305871_83599239403_116531,step_4_only
288258209_18739602539_496449,step_4_only
21735134_89845612353_323940,step_4_only
264098414_19925721503_656226,step_4_only
264714287_75278038979_713350,step_4_only
390304889_12691676888_325721,step_4_only
763967131_51067023634_348626,step_4_only
332321879_58694531701_173800,step_4_only
414849884_21712024801_183183,step_4_only
774589991_64408268376_208456,step_4_only
436911200_92043850540_251539,step_4_only
4690502_69908336218_59685,step_4_only
161762959_8096906513_628427,step_4_only
853853545_2398692630_770995,step_4_only
839453479_767392898_40689,step_4_only
411499299_10328283092_572207,step_4_only
716018754_85597477952_303647,step_4_only
291079003_47461916886_137237,step_4_only
827185129_17828401841_111837,step_4_only
188934634_71146236881_54685,step_4_only
890592819_77311715189_782199,step_4_only
102127158_52101637420_767224,step_4_only
280155733_75072700305_163983,step_4_only
769197264_19253201267_108749,step_4_only
962361876_81235678513_401571,step_4_only
51334897_65784007954_160424,step_4_only
243284325_75352647844_286635,step_4_only
365328770_87783334069_553538,step_4_only
320530378_55681193746_565650,step_4_only
600393453_40125754053_813509,step_4_only
145915836_13930380928_627271,step_4_only
354718890_3547063607_109068,step_4_only
9082153_79936976435_496352,step_4_only
621002083_50403571126_950198,step_4_only
321852493_90590931304_934787,step_4_only
356274723_5721914318_896725,step_4_only
794180443_33371297519_553704,step_4_only
980586985_50174436467_4405,step_4_only
490762894_51148996878_349427,step_4_only
184678147_71034083810_464526,step_4_only
369064831_1091044997_588835,step_4_only
101394014_32333012893_132843,step_4_only
678726127_76749606260_915187,step_4_only
800247722_49953601526_994850,step_4_only
549532049_71811386136_27584,step_4_only
949432361_18144379946_387183,step_4_only
604363771_96539634943_37320,step_4_only
366310645_26042650473_387647,step_4_only
609684739_62865054616_304172,step_4_only
782511404_27402113228_236807,step_4_only
290730323_51495488615_355799,step_4_only
34582529_50391715582_579969,step_4_only
566526114_14204758578_159555,step_4_only
496343247_82168566314_549451,step_4_only
2453633_5493222485_11463,step_4_only
338176336_65791450152_626517,step_4_only
791242526_43582082929_669177,step_4_only
750581834_7459368983_333416,step_4_only
161538404_59350717571_114779,step_4_only
872628911_74889068237_1986,step_4_only
520216662_22322553972_838079,step_4_only
314819696_98449806158_661928,step_4_only
827392991_49813346330_919956,step_4_only
110995659_93873002497_279776,step_4_only
26085584_7155670146_148801,step_4_only
497311954_76193248254_667687,step_4_only
267513311_56880476654_898209,step_4_only
233198562_19879361236_804572,step_4_only
177916541_71828585297_627329,step_4_only
153943351_9581299211_535609,step_4_only
162850415_19745240085_402827,step_4_only
882491277_75255673924_856182,step_4_only
11675887_6777891481_780544,step_4_only
932298270_76325645729_843413,step_4_only
421293264_6887340827_652688,step_4_only
884285732_2224554559_919416,step_4_only
862207665_74455201171_651800,step_4_only
28179786_12189622350_247111,step_4_only
859347064_52616716_195975,step_4_only
95380941_39147907059_159869,step_4_only
453450718_96315157346_300052,step_4_only
866747807_82656257779_8210,step_4_only
191859175_9283083_765709,step_4_only
90468726_36949888422_399019,step_4_only
616931852_81085097868_29464,step_4_only
512166218_7142484942_524921,step_4_only
647211436_62784002848_910758,step_4_only
487001817_37978947693_885284,step_4_only
937047594_29586139286_248703,step_4_only
221280080_83386165826_854657,step_4_only
969329840_29590950428_540224,step_4_only
984103620_83186534729_679842,step_4_only
176465462_52270970333_245934,step_4_only
911171059_3215433837_818893,step_4_only
595382837_70788254367_176417,step_4_only
644907551_81975880289_223744,step_4_only
29337714_26165542783_493748,step_4_only
703649519_24671313273_226120,step_4_only
716771609_57144961913_923156,step_4_only
182016893_80226973241_2420,step_4_only
834389482_12773320987_130752,step_4_only
712773478_20538236754_646994,step_4_only
347480027_27504481643_514989,step_4_only
353980404_44504281288_396608,step_4_only
921746521_9252450579_150516,step_4_only
996488478_9529629077_375745,step_4_only
540325879_39167496790_164064,step_4_only
57667267_62052486470_636221,step_4_only
85971758_84659598112_523990,step_4_only
382501429_16712935717_888574,step_4_only
677103721_24856999128_959450,step_4_only
401649734_338371915_218538,step_4_only
270876941_227248564_631014,step_4_only
959734956_23631064945_701744,step_4_only
76049224_13093020337_29703,step_4_only
274890794_71967910995_617246,step_4_only
713222953_7058945644_528799,step_4_only
830337918_64812723049_605435,step_4_only
628978454_78940701995_138581,step_4_only
613469054_34530009602_167164,step_4_only
8208855_74811524621_201160,step_4_only
533202266_77249802303_480686,step_4_only
170985809_28660776119_973859,step_4_only
809551699_9361712052_11321,step_4_only
908103764_54782643098_253869,step_4_only
155033648_15450280455_270603,step_4_only
752031878_5061093307_64878,step_4_only
252747275_69653552508_484483,step_4_only
673709556_97231883910_424700,step_4_only
334954451_27674122941_695494,step_4_only
87392776_12551799459_23252,step_4_only
162502196_1462486817_668914,step_4_only
660745363_74954003704_347290,step_4_only
379665417_73091591748_793146,step_4_only
570025232_84827797408_90505,step_4_only
681229066_65518762902_113135,step_4_only
844769084_79339910472_207038,step_4_only
692500169_78143423192_263837,step_4_only
132178032_48106264595_983614,step_4_only
374929884_90396205068_755344,step_4_only
592859001_68316195043_982997,step_4_only
621012660_66027191829_507990,step_4_only
448113223_30239174234_35556,step_4_only
360139516_77667008834_391550,step_4_only
808631945_36395296067_721012,step_4_only
68296120_81723851273_450391,step_4_only
765373713_17944876243_851556,step_4_only
560164732_26122901542_707613,step_4_only
804757685_94976320857_364009,step_4_only
597386811_61316446081_699339,step_4_only
955075820_3192461479_809520,step_4_only
140898561_88556222903_323777,step_4_only
712767040_21004831557_38541,step_4_only
934820983_33676599985_730403,step_4_only
172282556_56246332586_702355,step_4_only
331552609_1583305739_473494,step_4_only
627506748_59768590460_688668,step_4_only
851111624_80075985720_543187,step_4_only
243092465_48673190794_618800,step_4_only
50189331_14071378637_185234,step_4_only
298772135_19936451738_710292,step_4_only
506921317_70761640245_665787,step_4_only
735342197_20555724539_675849,step_4_only
38269795_35303016585_177670,step_4_only
704475407_44067213026_486891,step_4_only
424585547_35467442892_993978,step_4_only
993308967_76919897652_360866,step_4_only
65660799_43728075231_428075,step_4_only
514487568_87226298110_766601,step_4_only
429679726_16348118179_723732,step_4_only
509249826_6838620897_262124,step_4_only
574604894_35849477073_514996,step_4_only
181641994_30283643625_325761,step_4_only
39767117_74770027734_79123,step_4_only
305182133_76180040211_166716,step_4_only
295182388_60127580520_530923,step_4_only
903270355_9893847581_266828,step_4_only
761690420_32437737619_247362,step_4_only
381440060_5172725800_133782,step_4_only
730504777_58261276874_969223,step_4_only
481714473_26459146481_992788,step_4_only
499313041_84323803834_659809,step_4_only
231993377_68621701278_351629,step_4_only
960376417_64562048069_352483,step_4_only
411455025_45033823346_641116,step_4_only
255269369_4366446202_178916,step_4_only
180930460_91533554798_674943,step_4_only
920121325_10630037969_295225,step_4_only
464891316_90174617331_739456,step_4_only
133463098_43267405907_408992,step_4_only
142421510_67518545521_370724,step_4_only
717555780_21905502668_949931,step_4_only
819938431_60364088333_473955,step_4_only
946529576_55288998646_518158,step_4_only
833977192_88906370679_982063,step_4_only
808427674_98244018447_463948,step_4_only
553861882_4485805934_385881,step_4_only
325344367_87979567088_212890,step_4_only
796502378_59512535634_570331,step_4_only
866636756_36053342476_311158,step_4_only
609196955_29946743944_128714,step_4_only
826167476_82377081993_258323,step_4_only
267490934_27905041161_299584,step_4_only
711269595_79035521086_21683,step_4_only
683161406_58256903217_890215,step_4_only
383020039_33031785114_616984,step_4_only
142165551_79816110748_942304,step_4_only
311581019_14308512634_320767,step_4_only
526977288_20522303614_559948,step_4_only
451329436_85392036226_701911,step_4_only
329651661_39865119971_605500,step_4_only
894527051_92009808448_604058,step_4_only
666813556_70584080846_576542,step_4_only
802359584_99707013755_385330,step_4_only
35918635_78468985831_431260,step_4_only
529742051_46093944128_646353,step_4_only
714180276_11282366762_21345,step_4_only
911134132_81387201600_422897,step_4_only
847155106_19904132826_690651,step_4_only
679634744_23871496484_866184,step_4_only
441947896_92326945290_634667,step_4_only
866644336_79388291934_393182,step_4_only
166649636_88381236804_958065,step_4_only
927909181_20568448693_260900,step_4_only
446626420_69426387125_466985,step_4_only
107649144_20982544509_412904,step_4_only
139001440_85918087597_594336,step_4_only
855587034_56531967514_609765,step_4_only
835732605_22205702083_261076,step_4_only
437089233_58775851969_886231,step_4_only
701842830_25843217053_396831,step_4_only
364901999_42043866792_67727,step_4_only
607616888_60986953468_518277,step_4_only
279802841_58362951514_823849,step_4_only
557738868_39968445369_763042,step_4_only
469857949_31762253575_553084,step_4_only
254762827_73695212351_6310,step_4_only
275781905_69829679048_682454,step_4_only
440812424_95502842298_527655,step_4_only
449112261_33047753878_841294,step_4_only
925092239_75823972835_933460,step_4_only
810429032_58294142349_488422,step_4_only
747977608_4258436355_777353,step_4_only
800133773_57276820581_674382,step_4_only
585664468_67284039967_248994,step_4_only
691544361_45767236830_77139,step_4_only
391731267_20819994878_481915,step_4_only
135954309_37350646287_852749,step_4_only
291945923_79787501172_784073,step_4_only
974794606_33651230086_216624,step_4_only
979626586_61647594155_530134,step_4_only
756524929_19954451146_915498,step_4_only
566238286_35964503622_729201,step_4_only
74722306_70854123371_323679,step_4_only
371046516_76390374246_901589,step_4_only
876163867_6626054901_219509,step_4_only
352636658_37011795653_668380,step_4_only
996582982_10715711722_433550,step_4_only
949848139_86193274198_386441,step_4_only
684473585_59204164215_586050,step_4_only
645572432_5596433230_57435,step_4_only
814451887_46845867404_99569,step_4_only
916756871_21987340750_969563,step_4_only
833656854_27673136560_951214,step_4_only
768423118_25207602241_919987,step_4_only
413267761_44600686893_625467,step_4_only
363689184_20498566727_940553,step_4_only
404861249_22256216029_12438,step_4_only
830702657_36811708822_59032,step_4_only
92103651_79966787765_243225,step_4_only
392158380_65750580089_598517,step_4_only
534709491_49241664947_364625,step_4_only
383393325_28408781530_837176,step_4_only
302068556_22397341594_607277,step_4_only
801860894_33983615011_873936,step_4_only
440895297_2682514569_450818,step_4_only
319024667_90000019489_659832,step_4_only
846269302_311334410_535378,step_4_only
817562193_57472961580_383121,step_4_only
762053124_68285771542_947409,step_4_only
706631557_7006877903_129169,step_4_only
103416517_53862299322_779621,step_4_only
832274291_63689586466_411622,step_4_only
126839023_84128578399_407413,step_4_only
942935340_7482655874_141556,step_4_only
934939818_29878834192_724029,step_4_only
913176085_70424353624_694505,step_4_only
413721080_82308950087_611589,step_4_only
820090283_58581376462_851669,step_4_only
285074490_24023187570_626863,step_4_only
41186292_28355769174_139687,step_4_only
165868369_36194391980_670069,step_4_only
40525251_95696659439_903345,step_4_only
984001423_16273006325_48400,step_4_only
628081535_8322577745_473125,step_4_only
585324063_72038203019_940888,step_4_only
822901044_43220812751_558066,step_4_only
411668956_59221507402_336088,step_4_only
230715494_86096178527_324687,step_4_only
101389230_14746485715_507991,step_4_only
943671648_31738889150_98618,step_4_only
999400099_41779392107_584273,step_4_only
494367225_76916116830_681588,step_4_only
896728560_69445456551_739780,step_4_only
561362421_90740610727_173961,step_4_only
965572113_96378758831_406588,step_4_only
757312551_62249526349_738712,step_4_only
49554630_25067690820_976231,step_4_only
627127770_66344749338_547984,step_4_only
34350174_76602921082_59716,step_4_only
990255602_58418033395_368119,step_4_only
789839480_60521211399_416514,step_4_only
379106761_96499947119_52896,step_4_only
130826921_43291822687_181963,step_4_only
990640902_92540226467_390939,step_4_only
316881282_56730189194_868220,step_4_only
558820269_1080915156_840449,step_4_only
469078258_16599052428_784767,step_4_only
669794023_14357401431_651097,step_4_only
102683098_15878330931_207634,step_4_only
491333046_48945467451_856993,step_4_only
880620414_15739990611_603929,step_4_only
485457554_28247056114_41905,step_4_only
288702421_14337116223_643811,step_4_only
219254635_13300423004_787112,step_4_only
716028_91671335545_320241,step_4_only
531634442_68097381745_553464,step_4_only
157750229_25234674164_128042,step_4_only
873968582_96470190041_705473,step_4_only
707831230_19404681805_613682,step_4_only
189192909_52484977944_643616,step_4_only
195014522_33347192758_979255,step_4_only
894171671_94690285816_220949,step_4_only
341385488_36419492267_514567,step_4_only
145371697_90186447185_847618,step_4_only
888391390_8053882572_4493,step_4_only
177224808_61054239472_31938,step_4_only
856936834_19747674884_691049,step_4_only
152845813_99592216089_331284,step_4_only
396753716_49131145711_39852,step_4_only
946316434_75077214069_411175,step_4_only
739107091_16094935470_948790,step_4_only
850573543_87874569366_494284,step_4_only
289467232_34414368702_6877,step_4_only
561358118_46365877758_484166,step_4_only
666981445_33573442693_89897,step_4_only
677095825_91315452029_80959,step_4_only
141957979_67008684969_438690,step_4_only
290087728_64281100793_548047,step_4_only
635644344_3896502365_845231,step_4_only
334759441_63289367134_143316,step_4_only
132171516_51370156482_455719,step_4_only
969626053_3631870944_302415,step_4_only
641453848_5681449341_820582,step_4_only
477608456_54042791591_988598,step_4_only
601556998_45729700634_321645,step_4_only
465388623_74090633591_910190,step_4_only
184266179_64878013258_283527,step_4_only
424520590_85284874079_731735,step_4_only
759671847_22480434625_160886,step_4_only
378342144_7335619447_246577,step_4_only
979510189_72798574068_680297,step_4_only
569330052_32832954595_732312,step_4_only
587699474_59264969586_854766,step_4_only
157762846_69795985776_626883,step_4_only
600172641_90528187496_755389,step_4_only
600161506_41881409163_928423,step_4_only
626538713_67493153633_768194,step_4_only
193490597_24618819707_779359,step_4_only
341484520_33041716496_236630,step_4_only
244927635_99058085299_49707,step_4_only
302549227_48946931879_136785,step_4_only
640336120_81412957250_743151,step_4_only
105731649_83555448762_981216,step_4_only
716574835_78883319412_139173,step_4_only
384960872_84380538479_959010,step_4_only
714198436_70413828127_499768,step_4_only
341911994_43316908177_96501,step_4_only
402574334_28875361029_347630,step_4_only
654428313_76235005930_961910,step_4_only
300151193_40674882557_771474,step_4_only
471140339_18678691693_405769,step_4_only
414940302_39209534629_612306,step_4_only
550018757_51981738468_965606,step_4_only
609701323_71203963421_405349,step_4_only
565687803_8640199638_541781,step_4_only
621038517_37078417513_470733,step_4_only
766989841_43712434654_210498,step_4_only
893854829_26587194803_454161,step_4_only
826080394_16630801899_972384,step_4_only
505719341_9597881149_289960,step_4_only
127323141_25106629259_210502,step_4_only
874810262_95552242387_894875,step_4_only
478716102_89012638478_599781,step_4_only
43046665_15193574339_961984,step_4_only
277131540_87579269370_182294,step_4_only
137705043_32124342500_978223,step_4_only
59067854_60530189625_15164,step_4_only
532300440_22352398296_152367,step_4_only
2561045_54004409218_426483,step_4_only
821409815_30973601748_547709,step_4_only
837110969_99268728015_658095,step_4_only
287718434_67565289182_554108,step_4_only
433436941_64001801676_290285,step_4_only
121672589_22614487556_933959,step_4_only
882622741_2288934848_931462,step_4_only
877615356_586559042_791419,step_4_only
299614603_81080954960_853041,step_4_only
346307888_5044884163_544725,step_4_only
712329998_11326521908_554943,step_4_only
405379921_9787452688_241831,step_4_only
42637365_57964771219_800446,step_4_only
204117444_90210570695_279875,step_4_only
101099254_29086579093_380079,step_4_only
966725800_9702242327_667619,step_4_only
47434939_23747142149_569368,step_4_only
602736135_3197153309_810528,step_4_only
253322216_20913799414_664512,step_4_only
676029923_68151991772_762201,step_4_only
713726521_19995941056_676157,step_4_only
892343230_83175918309_352125,step_4_only
141990079_68376844204_283059,step_4_only
680234363_639105630_338220,step_4_only
598294713_9117238491_297109,step_4_only
638114535_86607395877_511436,step_4_only
129848570_39598218616_563511,step_4_only
317521455_19737757662_334256,step_4_only
617409486_56870704734_659660,step_4_only
948162352_97796397659_381416,step_4_only
531737162_71558708596_947629,step_4_only
601325629_53818528332_267628,step_4_only
188035002_20530304071_234496,step_4_only
950522609_28565249622_721274,step_4_only
619444251_17870017219_902523,step_4_only
278869188_73189271172_355763,step_4_only
23356721_76661370843_82647,step_4_only
548209834_56773292294_703907,step_4_only
612725445_95841853015_533216,step_4_only
484531272_96128741351_155363,step_4_only
676853260_66473210148_973014,step_4_only
575794598_4512469015_60178,step_4_only
735598937_60717106531_344971,step_4_only
91279858_42178608000_179722,step_4_only
988675890_44209677217_719545,step_4_only
672246810_10739876758_229226,step_4_only
996314643_56982620511_1025,step_4_only
212562846_66390931146_279039,step_4_only
214516454_9655274383_891213,step_4_only
142098399_69030409497_638717,step_4_only
427455107_76904444861_225316,step_4_only
888847259_1780259020_23637,step_4_only
130302396_95760003290_820732,step_4_only
271184664_97658022430_179982,step_4_only
748610819_94715928729_18165,step_4_only
510479886_51321518692_445480,step_4_only
990021081_10592555152_140197,step_4_only
610634430_491729915_781938,step_4_only
187202287_69186575118_704886,step_4_only
324120364_85553405210_102892,step_4_only
75334997_66758273263_740682,step_4_only
985778596_60102885217_19519,step_4_only
404160384_67375984190_31001,step_4_only
794436634_94580829779_334601,step_4_only
695385241_99216933341_383851,step_4_only
115770192_84534049113_96822,step_4_only
694084293_79007207878_429094,step_4_only
285137193_15890004286_407506,step_4_only
959996829_8144974614_253508,step_4_only
892427002_18634662513_887705,step_4_only
40388463_39294038762_588216,step_4_only
515537281_72699664519_261678,step_4_only
644903933_78921744091_809599,step_4_only
305500506_18769378183_428774,step_4_only
708236185_58597992200_960232,step_4_only
793051695_14409829670_715368,step_4_only
294736964_68381704494_638242,step_4_only
827756457_8929971061_395559,step_4_only
52346313_9085656378_692041,step_4_only
160426812_15554346926_63207,step_4_only
631940397_73011577177_262709,step_4_only
689569305_5802162010_494997,step_4_only
963227931_84634585117_131143,step_4_only
681371595_28713016421_385664,step_4_only
458913675_103005496_240964,step_4_only
545500356_32389943606_578395,step_4_only
615103110_43640411863_661764,step_4_only
214679851_49008866921_721969,step_4_only
671838031_68169517617_649235,step_4_only
437928763_49843973666_420749,step_4_only
867300570_98943173511_983938,step_4_only
797947008_17771715116_185407,step_4_only
808423716_45860666731_553858,step_4_only
310023456_77855883406_705965,step_4_only
127263927_18791299864_478824,step_4_only
248466723_4883637558_89924,step_4_only
778507035_31916988850_84106,step_4_only
216519923_21876782753_644314,step_4_only
407154851_21295311078_606634,step_4_only
644828182_16030029130_836205,step_4_only
675581452_88209285917_90659,step_4_only
552217559_39596559694_135605,step_4_only
908274903_28468237816_985976,step_4_only
301465469_38258374637_832380,step_4_only
60171433_53694393890_488940,step_4_only
395844312_80601267969_392838,step_4_only
125993048_88029948123_793334,step_4_only
440168958_92806975336_425514,step_4_only
917982475_98073577807_598417,step_4_only
990339761_42711923847_310998,step_4_only
350910369_8568785338_785375,step_4_only
952187761_84812749900_564376,step_4_only
278013144_76343715476_871928,step_4_only
955817301_51573715849_498925,step_4_only
238910062_51406668909_89066,step_4_only
502917190_17735341035_341099,step_4_only
107939370_36328457454_3974,step_4_only
782388924_30650559288_178621,step_4_only
643305039_97276253807_53172,step_4_only
228566907_35674084056_356921,step_4_only
163608319_71984612791_846117,step_4_only
160703708_98899879272_101914,step_4_only
770853316_64110576368_618035,step_4_only
837193963_42712333864_34016,step_4_only
612345803_53035130861_953685,step_4_only
633302229_36301260982_292948,step_4_only
895653942_34807742274_612152,step_4_only
446813376_63004091340_371045,step_4_only
695335053_4064096541_918806,step_4_only
562077111_33037990817_144906,step_4_only
34872888_22481476390_827030,step_4_only
395066588_30220102805_288313,step_4_only
536446141_41143292569_542330,step_4_only
209993986_84905842630_467003,step_4_only
116702220_18237251902_503256,step_4_only
955781761_59942687419_460077,step_4_only
975964681_97386655526_444311,step_4_only
541163557_71968063940_480547,step_4_only
558047981_24340325496_252253,step_4_only
823584633_27572111766_492404,step_4_only
279550190_11640555740_336182,step_4_only
779083019_30161286112_482387,step_4_only
109666398_38721392376_849012,step_4_only
663620177_43884699800_242172,step_4_only
678105508_79564310746_166556,step_4_only
326548022_88337592056_987007,step_4_only
582895437_44016948187_615030,step_4_only
404952739_60878258351_986308,step_4_only
173545926_79118650056_926179,step_4_only
651881470_97159027530_173780,step_4_only
854876603_72126163877_150849,step_4_only
265696829_96605432732_469653,step_4_only
721460905_37608710092_455002,step_4_only
597966211_3284804334_337115,step_4_only
305847623_55620609299_856605,step_4_only
515696343_54989498137_809828,step_4_only
288243134_73580123857_713625,step_4_only
777434214_25081705928_996433,step_4_only
597635158_31651505486_813188,step_4_only
376904840_99425776884_37984,step_4_only
870063183_87389052118_822956,step_4_only
121682836_59468946959_407761,step_4_only
549680006_36096183868_994448,step_4_only
651520615_7809283747_108434,step_4_only
171171218_38243836810_788734,step_4_only
923082535_29610146220_456230,step_4_only
878700054_7114299843_880204,step_4_only
146446298_8634010530_722338,step_4_only
448240299_43023101331_175196,step_4_only
775684930_21086964890_681468,step_4_only
310095346_56322108504_243043,step_4_only
130416148_23653452422_249263,step_4_only
258019287_47107310853_5117,step_4_only
597903066_48385316593_301199,step_4_only
31685664_13234834523_108992,step_4_only
217938661_4416123936_706271,step_4_only
641038191_21063718513_213477,step_4_only
675063699_46578399609_656484,step_4_only
458937001_16509262357_418627,step_4_only
438286561_758652426_87485,step_4_only
470476656_52251153926_792426,step_4_only
819260180_83485678508_606821,step_4_only
235304769_54591253881_368985,step_4_only
175516305_14182776712_146886,step_4_only
306789101_45515184192_997051,step_4_only
622021304_49377628354_268472,step_4_only
183339362_59920801749_41719,step_4_only
610083520_55287802047_168065,step_4_only
616874815_246785602_645431,step_4_only
74144264_77515082573_607434,step_4_only
534568566_16901733170_900184,step_4_only
764199224_98918021279_633201,step_4_only
579737875_78783796121_132501,step_4_only
217556877_80871717317_335751,step_4_only
902480926_41759917048_41103,step_4_only
525705880_95212636736_607460,step_4_only
338184118_54840407703_18715,step_4_only
750460340_37419618653_698127,step_4_only
214309383_64534283966_889037,step_4_only
857433211_84994894527_598826,step_4_only
243893840_66554371438_122445,step_4_only
993646822_99638392323_864822,step_4_only
190987587_38464501668_76221,step_4_only
128559088_98850852340_277080,step_4_only
333528214_20226603219_729639,step_4_only
911520667_99565818401_214803,step_4_only
834571325_11735711775_745094,step_4_only
691131552_42490033110_762473,step_4_only
759963066_39201418855_702108,step_4_only
802902031_82148553629_780107,step_4_only
104807765_77625325003_191943,step_4_only
620053339_30517898540_103311,step_4_only
320012283_51364951838_912704,step_4_only
488341105_76778788512_896540,step_4_only
481068228_7679513813_751719,step_4_only
116803022_71856385787_931549,step_4_only
741564746_10863320146_257232,step_4_only
994589316_2368806735_654615,step_4_only
843251865_58472169216_99706,step_4_only
690983492_83466780585_586677,step_4_only
172432155_58711623480_342026,step_4_only
663728564_92410471083_839020,step_4_only
979782465_68742220347_859037,step_4_only
64156245_71884214089_316184,step_4_only
686028652_2729283909_822971,step_4_only
927661565_38682162794_159521,step_4_only
768709304_39430281891_88226,step_4_only
386910575_357437508_832050,step_4_only
663855385_53619772605_448448,step_4_only
452986423_88297081518_781923,step_4_only
59459278_86036126740_231671,step_4_only
789189076_62529515629_784141,step_4_only
323118523_94816968818_241028,step_4_only
551877673_77236948799_593662,step_4_only
105184438_82572170937_625454,step_4_only
309146406_76723329365_510116,step_4_only
908686788_462660563_503453,step_4_only
504323758_7468593602_704765,step_4_only
959485802_95207028459_252211,step_4_only
205119479_70116026207_851680,step_4_only
983537232_23935152220_223471,step_4_only
788302231_49343486167_236219,step_4_only
625691063_64414146246_264646,step_4_only
333244316_96138838940_60940,step_4_only
82164822_49892693346_499030,step_4_only
714908419_26795568480_575860,step_4_only
553172200_44608826241_819417,step_4_only
552015629_5287713860_240975,step_4_only
542366567_36565423592_722472,step_4_only
58482081_74403808372_440730,step_4_only
19222001_91730422881_295771,step_4_only
359840880_43332048000_339259,step_4_only
303108138_45831208174_889957,step_4_only
898775912_57444775874_958693,step_4_only
112295039_89202046867_969505,step_4_only
395002378_38959143789_207033,step_4_only
121307348_31125797790_23747,step_4_only
192905726_29901714663_515713,step_4_only
509927832_67238452324_75042,step_4_only
456281516_868818740_559019,step_4_only
133424012_54146200278_91791,step_4_only
174907978_88929660159_923766,step_4_only
371600699_80085247266_244235,step_4_only
302913039_484386411_125391,step_4_only
682789735_79095666801_313888,step_4_only
161632521_38944547339_197241,step_4_only
299795395_27845392464_12292,step_4_only
429207234_64321671937_10623,step_4_only
963973681_42376979024_547409,step_4_only
73061933_83818404087_712239,step_4_only
48303993_98962632077_381222,step_4_only
39577753_31063339170_658138,step_4_only
224936404_45545049354_474280,step_4_only
896786475_39885184186_173987,step_4_only
597100258_30004349786_589413,step_4_only
884222859_96130878167_668081,step_4_only
19868845_16750482258_776019,step_4_only
494952856_20263280625_526714,step_4_only
599472260_97841062672_83636,step_4_only
234739237_14944941270_642142,step_4_only
105721110_48071834273_527560,step_4_only
590218432_67939268132_774586,step_4_only
329257386_61292584982_797301,step_4_only
466504412_17793316471_573664,step_4_only
617562844_43606919059_809124,step_4_only
560254356_3906920079_246566,step_4_only
321802312_61901530783_249846,step_4_only
195279252_35717482596_948017,step_4_only
215593131_28674593494_387867,step_4_only
6860075_92955972621_229001,step_4_only
933066591_81129246945_894334,step_4_only
150884862_86610320429_332655,step_4_only
562006369_5325302541_807720,step_4_only
996163273_23597786305_476909,step_4_only
452670385_78653146356_251037,step_4_only
755907809_81341228098_118674,step_4_only
730074816_72783021133_319675,step_4_only
225366734_29052091133_109703,step_4_only
202612461_87282867850_737461,step_4_only
900961046_29415532314_943421,step_4_only
200814467_49516152177_767929,step_4_only
227161498_36692200219_635513,step_4_only
48811698_84094294036_203969,step_4_only
53202963_30443215541_649944,step_4_only
140110913_89170369356_855894,step_4_only
46180792_81973819154_9161,step_4_only
46695221_69900534454_605660,step_4_only
817286658_93906520542_372739,step_4_only
464655605_59452399006_52329,step_4_only
3906352_69599235916_988234,step_4_only
259469249_83340110015_421538,step_4_only
991283843_36820441826_425625,step_4_only
431534840_30307243942_137373,step_4_only
41214174_10081612513_49097,step_4_only
10377361_76841672676_378101,step_4_only
641466627_42718142309_462164,step_4_only
782574776_32645000871_372610,step_4_only
169322325_80598650522_998583,step_4_only
602427721_68759834841_54026,step_4_only
860274900_59218696523_885031,step_4_only
565480966_23757993365_861584,step_4_only
294146162_83419690043_550181,step_4_only
227258292_3958664604_393597,step_4_only
958499294_34685911711_749838,step_4_only
8537234_7922865449_745341,step_4_only
564946767_18024634853_828971,step_4_only
902307366_72303500521_721286,step_4_only
865028859_52749547060_277221,step_4_only
116715718_1086525104_701013,step_4_only
334692713_11083667583_391367,step_4_only
194518114_13214759327_657738,step_4_only
41891806_98098042886_514288,step_4_only
809730969_85043377733_483412,step_4_only
468000266_96294308105_171432,step_4_only
635138333_29330002185_955691,step_4_only
275745536_51326637245_21650,step_4_only
969376527_17123516781_741197,step_4_only
5187784_5194898488_985516,step_4_only
159201954_88095305896_998765,step_4_only
884655907_13586139080_604799,step_4_only
133982684_85293701326_405058,step_4_only
342991984_77997683879_935681,step_4_only
557243115_51657292184_406344,step_4_only
900624348_78415037098_153012,step_4_only
314253902_26292167579_754435,step_4_only
130489770_42038892480_515368,step_4_only
